[VIP] 非洲AF,#genre#
[TW] 靖天卡通台,http://ktpremium.shop:2095/RY217/1930/918606
[TW] Da Vinci,http://ktpremium.shop:2095/RY217/1930/948091
[TW] 靖洋卡通台,http://ktpremium.shop:2095/RY217/1930/995287
[ID] 东森yoyo,http://ktpremium.shop:2095/RY217/1930/991028
[TW] 龙华卡通,http://ktpremium.shop:2095/RY217/1930/1029150

[VIP] 印度IN,#genre#
[TAMIL] Sun TV,http://ktpremium.shop:2095/RY217/1930/903647
[IN] Makkal TV,http://ktpremium.shop:2095/RY217/1930/868664
[IN] B4U MUSIC,http://ktpremium.shop:2095/RY217/1930/915318
[IN] DAN MUSIC,http://ktpremium.shop:2095/RY217/1930/915319
[IN] IBC MUSIC,http://ktpremium.shop:2095/RY217/1930/915320
[IN] MH1 MUSIC,http://ktpremium.shop:2095/RY217/1930/915321
[IN] MUSIC INDIA,http://ktpremium.shop:2095/RY217/1930/915322
[IN] SUN MUSIC,http://ktpremium.shop:2095/RY217/1930/915323
[IN] TARANG MUSIC,http://ktpremium.shop:2095/RY217/1930/915324
[IN] &FLIX,http://ktpremium.shop:2095/RY217/1930/915325
[IN] &PICTURES,http://ktpremium.shop:2095/RY217/1930/915326
[IN] &PRIVE,http://ktpremium.shop:2095/RY217/1930/915327
[IN] &TV,http://ktpremium.shop:2095/RY217/1930/915328
[IN] 3 TAMIL TV,http://ktpremium.shop:2095/RY217/1930/915329
[IN] 1ST INDIA NEWS,http://ktpremium.shop:2095/RY217/1930/915330
[IN] 5AAB TV,http://ktpremium.shop:2095/RY217/1930/915331
[IN] 7S MUSIC,http://ktpremium.shop:2095/RY217/1930/915332
[IN] 8XM,http://ktpremium.shop:2095/RY217/1930/915333
[IN] 9X JALWA,http://ktpremium.shop:2095/RY217/1930/915334
[IN] 9X JHAKAAS,http://ktpremium.shop:2095/RY217/1930/915335
[IN] 9X TASHAN,http://ktpremium.shop:2095/RY217/1930/915336
[IN] 9XM,http://ktpremium.shop:2095/RY217/1930/915337
[IN] AAJ TAK,http://ktpremium.shop:2095/RY217/1930/915338
[IN] AASTHA,http://ktpremium.shop:2095/RY217/1930/915339
[IN] ABP ANANDA,http://ktpremium.shop:2095/RY217/1930/915340
[IN] ABP ASMITA,http://ktpremium.shop:2095/RY217/1930/915341
[IN] ABP NEWS,http://ktpremium.shop:2095/RY217/1930/915342
[IN] ABP NEWSTERNATIONAL,http://ktpremium.shop:2095/RY217/1930/915343
[IN] ADITHYA,http://ktpremium.shop:2095/RY217/1930/915344
[IN] AKAAL CHANNEL UK,http://ktpremium.shop:2095/RY217/1930/915345
[IN] AMRITA TV,http://ktpremium.shop:2095/RY217/1930/915346
[IN] ANB NEWS,http://ktpremium.shop:2095/RY217/1930/915347
[IN] ANIMAL PLANET,http://ktpremium.shop:2095/RY217/1930/915348
[IN] ANIMAL PLANET WORLD,http://ktpremium.shop:2095/RY217/1930/915349
[IN] APKA CHANNEL,http://ktpremium.shop:2095/RY217/1930/915350
[IN] APN NEWS,http://ktpremium.shop:2095/RY217/1930/915351
[IN] ASIANET,http://ktpremium.shop:2095/RY217/1930/915352
[IN] ASIANET MOVIES,http://ktpremium.shop:2095/RY217/1930/915353
[IN] ASIANET NEWS,http://ktpremium.shop:2095/RY217/1930/915354
[IN] ASIANET PLUS,http://ktpremium.shop:2095/RY217/1930/915355
[IN] ATN NEWS,http://ktpremium.shop:2095/RY217/1930/915356
[IN] B4U KADAK,http://ktpremium.shop:2095/RY217/1930/915357
[IN] B4U MOVIES,http://ktpremium.shop:2095/RY217/1930/915358
[IN] B4U PLUS,http://ktpremium.shop:2095/RY217/1930/915359
[IN] BABY TV,http://ktpremium.shop:2095/RY217/1930/915360
[IN] BBC WORLD,http://ktpremium.shop:2095/RY217/1930/915361
[IN] BFLIX MOVIES,http://ktpremium.shop:2095/RY217/1930/915362
[IN] BHAKTI TV,http://ktpremium.shop:2095/RY217/1930/915363
[IN] BHARAT SAMACHAR,http://ktpremium.shop:2095/RY217/1930/915364
[IN] BHOJPURI CINEMA,http://ktpremium.shop:2095/RY217/1930/915365
[IN] BIG GANGA,http://ktpremium.shop:2095/RY217/1930/915366
[IN] BIG MAGIC,http://ktpremium.shop:2095/RY217/1930/915367
[IN] BOISHAKHI TV,http://ktpremium.shop:2095/RY217/1930/915368
[IN] BOLLYWOOD CLASSIC,http://ktpremium.shop:2095/RY217/1930/915369
[IN] BOOGLE BOLLYWOOD,http://ktpremium.shop:2095/RY217/1930/915370
[IN] BRIT ASIA TV,http://ktpremium.shop:2095/RY217/1930/915371
[IN] CALCUTTA NEWS,http://ktpremium.shop:2095/RY217/1930/915372
[IN] CAPTAIN NEWS,http://ktpremium.shop:2095/RY217/1930/915373
[IN] CAPTAIN TV,http://ktpremium.shop:2095/RY217/1930/915374
[IN] CARTOON NETWORK,http://ktpremium.shop:2095/RY217/1930/915375
[IN] CBEEBIES,http://ktpremium.shop:2095/RY217/1930/915376
[IN] CHANNEL NEWS ASIA,http://ktpremium.shop:2095/RY217/1930/915377
[IN] CHARDIKLA TIME TV,http://ktpremium.shop:2095/RY217/1930/915378
[IN] CINE VOICE,http://ktpremium.shop:2095/RY217/1930/915379
[IN] CNBC AWAAZ,http://ktpremium.shop:2095/RY217/1930/915380
[IN] CNBC BAJAR,http://ktpremium.shop:2095/RY217/1930/915381
[IN] CNBC TV 18,http://ktpremium.shop:2095/RY217/1930/915382
[IN] COLORS,http://ktpremium.shop:2095/RY217/1930/915383
[IN] COLORS BANGLA,http://ktpremium.shop:2095/RY217/1930/915384
[IN] COLORS CINEPLEX,http://ktpremium.shop:2095/RY217/1930/915385
[IN] COLORS EUROPE,http://ktpremium.shop:2095/RY217/1930/915386
[IN] COLORS GUJARATI,http://ktpremium.shop:2095/RY217/1930/915387
[IN] COLORS KANNADA,http://ktpremium.shop:2095/RY217/1930/915388
[IN] COLORS KANNADA CINEMA,http://ktpremium.shop:2095/RY217/1930/915389
[IN] COLORS MARATHI,http://ktpremium.shop:2095/RY217/1930/915390
[IN] COLORS RISHTEY,http://ktpremium.shop:2095/RY217/1930/915391
[IN] COLORS TAMIL,http://ktpremium.shop:2095/RY217/1930/915392
[IN] DAN TAMIL OLI,http://ktpremium.shop:2095/RY217/1930/915393
[IN] DANGAL,http://ktpremium.shop:2095/RY217/1930/915394
[IN] DD BANGLA,http://ktpremium.shop:2095/RY217/1930/915395
[IN] DD BHARATI,http://ktpremium.shop:2095/RY217/1930/915396
[IN] DD BIHAR,http://ktpremium.shop:2095/RY217/1930/915397
[IN] DD GIRNAR,http://ktpremium.shop:2095/RY217/1930/915398
[IN] DD INDIA,http://ktpremium.shop:2095/RY217/1930/915399
[IN] DD KISAN,http://ktpremium.shop:2095/RY217/1930/915400
[IN] DD MADHYA PRADESH,http://ktpremium.shop:2095/RY217/1930/915401
[IN] DD MALAYALAM,http://ktpremium.shop:2095/RY217/1930/915402
[IN] DD NATIONAL,http://ktpremium.shop:2095/RY217/1930/915403
[IN] DD NEWS,http://ktpremium.shop:2095/RY217/1930/915404
[IN] DD PUNJABI,http://ktpremium.shop:2095/RY217/1930/915405
[IN] DD SAPTAGIRI,http://ktpremium.shop:2095/RY217/1930/915406
[IN] DD SPORTS,http://ktpremium.shop:2095/RY217/1930/915407
[IN] DD UTTAR PRADESH,http://ktpremium.shop:2095/RY217/1930/915408
[IN] DD YADAGIRI,http://ktpremium.shop:2095/RY217/1930/915409
[IN] DERANA TV,http://ktpremium.shop:2095/RY217/1930/915410
[IN] DILLAGI TV,http://ktpremium.shop:2095/RY217/1930/915411
[IN] DISCOVERY SCIENCE,http://ktpremium.shop:2095/RY217/1930/915414
[IN] DISCOVERY SCIENCE HINDI,http://ktpremium.shop:2095/RY217/1930/915415
[IN] DISCOVERY TURBO,http://ktpremium.shop:2095/RY217/1930/915416
[IN] DISCOVERY WORLD,http://ktpremium.shop:2095/RY217/1930/915417
[IN] DISNEY,http://ktpremium.shop:2095/RY217/1930/915418
[IN] DIVYA TV,http://ktpremium.shop:2095/RY217/1930/915419
[IN] DW,http://ktpremium.shop:2095/RY217/1930/915420
[IN] DY 365,http://ktpremium.shop:2095/RY217/1930/915421
[IN] E24,http://ktpremium.shop:2095/RY217/1930/915422
[IN] ENTERR10,http://ktpremium.shop:2095/RY217/1930/915423
[IN] EPIC,http://ktpremium.shop:2095/RY217/1930/915424
[IN] ET NOW,http://ktpremium.shop:2095/RY217/1930/915425
[IN] ETV BANGLA NEWS,http://ktpremium.shop:2095/RY217/1930/915426
[IN] ETV CINEMA,http://ktpremium.shop:2095/RY217/1930/915427
[IN] ETV LIFE,http://ktpremium.shop:2095/RY217/1930/915428
[IN] ETV TELENGANA,http://ktpremium.shop:2095/RY217/1930/915429
[IN] EURO NEWS,http://ktpremium.shop:2095/RY217/1930/915430
[IN] EUROSPORT,http://ktpremium.shop:2095/RY217/1930/915431
[IN] EYE SCHEDULE,http://ktpremium.shop:2095/RY217/1930/915432
[IN] FAKT MARATHI,http://ktpremium.shop:2095/RY217/1930/915433
[IN] FASTWAY TV,http://ktpremium.shop:2095/RY217/1930/915434
[IN] FLOWERS TV,http://ktpremium.shop:2095/RY217/1930/915435
[IN] FOOD FOOD TV,http://ktpremium.shop:2095/RY217/1930/915436
[IN] FOX LIFE,http://ktpremium.shop:2095/RY217/1930/915437
[IN] FRANCE 24,http://ktpremium.shop:2095/RY217/1930/915438
[IN] GARV PUNJAB,http://ktpremium.shop:2095/RY217/1930/915439
[IN] GAUNDA PUNJAB TV,http://ktpremium.shop:2095/RY217/1930/915440
[IN] GEMINI COMEDY,http://ktpremium.shop:2095/RY217/1930/915441
[IN] GEMINI TV,http://ktpremium.shop:2095/RY217/1930/915442
[IN] GLOBAL SANJH,http://ktpremium.shop:2095/RY217/1930/915443
[IN] GOOD TIMES,http://ktpremium.shop:2095/RY217/1930/915444
[IN] GS TV,http://ktpremium.shop:2095/RY217/1930/915445
[IN] GULISTAN NEWS,http://ktpremium.shop:2095/RY217/1930/915446
[IN] HARVEST TV USA,http://ktpremium.shop:2095/RY217/1930/915447
[IN] HBO,http://ktpremium.shop:2095/RY217/1930/915448
[IN] HINDU DHARMAM,http://ktpremium.shop:2095/RY217/1930/915449
[IN] HIRU TV,http://ktpremium.shop:2095/RY217/1930/915450
[IN] HISTORY CHANNEL,http://ktpremium.shop:2095/RY217/1930/915451
[IN] HM TV,http://ktpremium.shop:2095/RY217/1930/915453
[IN] HOLYMARY TV,http://ktpremium.shop:2095/RY217/1930/915454
[IN] HOUSE FULL MOVIES,http://ktpremium.shop:2095/RY217/1930/915455
[IN] HUM TV,http://ktpremium.shop:2095/RY217/1930/915456
[IN] IBC BAKTHI,http://ktpremium.shop:2095/RY217/1930/915457
[IN] IBC COMEDY,http://ktpremium.shop:2095/RY217/1930/915458
[IN] IBC SILUVAII,http://ktpremium.shop:2095/RY217/1930/915459
[IN] IBC TAMIL,http://ktpremium.shop:2095/RY217/1930/915460
[IN] INDIA NEWS,http://ktpremium.shop:2095/RY217/1930/915461
[IN] INDIA TODAY,http://ktpremium.shop:2095/RY217/1930/915462
[IN] INDIA TV,http://ktpremium.shop:2095/RY217/1930/915463
[IN] INDRADHANU,http://ktpremium.shop:2095/RY217/1930/915464
[IN] INH 24X7,http://ktpremium.shop:2095/RY217/1930/915465
[IN] INSYNC,http://ktpremium.shop:2095/RY217/1930/915466
[IN] ISAIARUVI,http://ktpremium.shop:2095/RY217/1930/915467
[IN] ISLAMIC NETWORK,http://ktpremium.shop:2095/RY217/1930/915468
[IN] JANAM TV,http://ktpremium.shop:2095/RY217/1930/915469
[IN] JANTA TV,http://ktpremium.shop:2095/RY217/1930/915470
[IN] JANTANTRA,http://ktpremium.shop:2095/RY217/1930/915471
[IN] JAYA MAX,http://ktpremium.shop:2095/RY217/1930/915472
[IN] JAYA TV-US,http://ktpremium.shop:2095/RY217/1930/915476
[IN] JUSONE,http://ktpremium.shop:2095/RY217/1930/915477
[IN] JUSPUNJABI,http://ktpremium.shop:2095/RY217/1930/915478
[IN] KADAK HITS,http://ktpremium.shop:2095/RY217/1930/915479
[IN] KAIRALI TV,http://ktpremium.shop:2095/RY217/1930/915480
[IN] KAIRALI WE TV,http://ktpremium.shop:2095/RY217/1930/915481
[IN] KALAIGNAR TV,http://ktpremium.shop:2095/RY217/1930/915482
[IN] KALINGA TV,http://ktpremium.shop:2095/RY217/1930/915483
[IN] KANAK NEWS,http://ktpremium.shop:2095/RY217/1930/915484
[IN] KAPPA TV,http://ktpremium.shop:2095/RY217/1930/915485
[IN] KAUMUDY TV,http://ktpremium.shop:2095/RY217/1930/915486
[IN] KITE VICTERS,http://ktpremium.shop:2095/RY217/1930/915487
[IN] KTV,http://ktpremium.shop:2095/RY217/1930/915488
[IN] KTV USA,http://ktpremium.shop:2095/RY217/1930/915489
[IN] LIVING FOODZ,http://ktpremium.shop:2095/RY217/1930/915490
[IN] MADHA TV,http://ktpremium.shop:2095/RY217/1930/915491
[IN] MANJARI,http://ktpremium.shop:2095/RY217/1930/915492
[IN] MANORAMA NEWS,http://ktpremium.shop:2095/RY217/1930/915493
[IN] MANORANJAN MOVIES,http://ktpremium.shop:2095/RY217/1930/915494
[IN] MANORANJAN TV,http://ktpremium.shop:2095/RY217/1930/915495
[IN] MASTIII,http://ktpremium.shop:2095/RY217/1930/915496
[IN] MATHRUBHUMI NEWS,http://ktpremium.shop:2095/RY217/1930/915497
[IN] MAZHAVIL MANORAMA,http://ktpremium.shop:2095/RY217/1930/915498
[IN] MBC BOLLYWOOD,http://ktpremium.shop:2095/RY217/1930/915499
[IN] MEDIA ONE TV,http://ktpremium.shop:2095/RY217/1930/915500
[IN] MH ONE NEWS,http://ktpremium.shop:2095/RY217/1930/915501
[IN] MH ONE SHRADDHA,http://ktpremium.shop:2095/RY217/1930/915502
[IN] MOVIES NOW,http://ktpremium.shop:2095/RY217/1930/915503
[IN] MTV,http://ktpremium.shop:2095/RY217/1930/915504
[IN] MTV BEATS,http://ktpremium.shop:2095/RY217/1930/915505
[IN] MURASU TV,http://ktpremium.shop:2095/RY217/1930/915506
[IN] NAMMA TV,http://ktpremium.shop:2095/RY217/1930/915507
[IN] NAT GEO,http://ktpremium.shop:2095/RY217/1930/915508
[IN] NAT GEO WILD,http://ktpremium.shop:2095/RY217/1930/915509
[IN] NDTV,http://ktpremium.shop:2095/RY217/1930/915510
[IN] NDTV 24X7,http://ktpremium.shop:2095/RY217/1930/915511
[IN] NDTV INDIA,http://ktpremium.shop:2095/RY217/1930/915512
[IN] NEWS 18 KERALA,http://ktpremium.shop:2095/RY217/1930/915513
[IN] NEWS 24,http://ktpremium.shop:2095/RY217/1930/915514
[IN] NEWS NATION,http://ktpremium.shop:2095/RY217/1930/915515
[IN] NEWS ONLY,http://ktpremium.shop:2095/RY217/1930/915516
[IN] NEWS11 BHARAT,http://ktpremium.shop:2095/RY217/1930/915517
[IN] NEWS18 GUJARATI,http://ktpremium.shop:2095/RY217/1930/915518
[IN] NEWS18 LOKMAT,http://ktpremium.shop:2095/RY217/1930/915519
[IN] NEWS18 RAJASTHAN,http://ktpremium.shop:2095/RY217/1930/915520
[IN] NEWS18 URDU,http://ktpremium.shop:2095/RY217/1930/915521
[IN] NEWS18 UTTAR PRADESH UTTARAKHAND,http://ktpremium.shop:2095/RY217/1930/915522
[IN] NICK JR,http://ktpremium.shop:2095/RY217/1930/915523
[IN] NICKELODEON,http://ktpremium.shop:2095/RY217/1930/915524
[IN] NTV BANGLA,http://ktpremium.shop:2095/RY217/1930/915525
[IN] PEACE TV URDU,http://ktpremium.shop:2095/RY217/1930/915526
[IN] PEPPERS TV,http://ktpremium.shop:2095/RY217/1930/915527
[IN] PITAARA TV,http://ktpremium.shop:2095/RY217/1930/915528
[IN] POGO,http://ktpremium.shop:2095/RY217/1930/915529
[IN] POLIMER NEWS,http://ktpremium.shop:2095/RY217/1930/915530
[IN] POLIMER TV,http://ktpremium.shop:2095/RY217/1930/915531
[IN] PRAG NEWS,http://ktpremium.shop:2095/RY217/1930/915532
[IN] PRIME ASIA TV,http://ktpremium.shop:2095/RY217/1930/915533
[IN] PTC CHAKDE,http://ktpremium.shop:2095/RY217/1930/915534
[IN] PTC DHOL,http://ktpremium.shop:2095/RY217/1930/915535
[IN] PTC NEWS,http://ktpremium.shop:2095/RY217/1930/915536
[IN] PTC PUNJABI,http://ktpremium.shop:2095/RY217/1930/915537
[IN] PTC PUNJABI UK,http://ktpremium.shop:2095/RY217/1930/915538
[IN] PUNJABI TV,http://ktpremium.shop:2095/RY217/1930/915539
[IN] PUTHIYA THALIMURAI,http://ktpremium.shop:2095/RY217/1930/915540
[IN] RAJ DIGITAL PLUS,http://ktpremium.shop:2095/RY217/1930/915541
[IN] RAJ MUSIX,http://ktpremium.shop:2095/RY217/1930/915542
[IN] RAJ NEWS,http://ktpremium.shop:2095/RY217/1930/915543
[IN] RAJ NEWS 24X7,http://ktpremium.shop:2095/RY217/1930/915544
[IN] RAJ NEWS KANNADA,http://ktpremium.shop:2095/RY217/1930/915545
[IN] RAJ TV,http://ktpremium.shop:2095/RY217/1930/915546
[IN] RANG,http://ktpremium.shop:2095/RY217/1930/915547
[IN] REPORTER TV,http://ktpremium.shop:2095/RY217/1930/915548
[IN] REPUBLIC TV,http://ktpremium.shop:2095/RY217/1930/915549
[IN] RISHTEY CINEPLEX,http://ktpremium.shop:2095/RY217/1930/915550
[IN] RISHTEY EUROPE,http://ktpremium.shop:2095/RY217/1930/915551
[IN] SAAM TV,http://ktpremium.shop:2095/RY217/1930/915552
[IN] SAB,http://ktpremium.shop:2095/RY217/1930/915553
[IN] SADHNA PRIME NEWS,http://ktpremium.shop:2095/RY217/1930/915554
[IN] SAFARI TV,http://ktpremium.shop:2095/RY217/1930/915555
[IN] SAKSHI TV,http://ktpremium.shop:2095/RY217/1930/915556
[IN] SANDESH NEWS,http://ktpremium.shop:2095/RY217/1930/915557
[IN] SANGAT TV,http://ktpremium.shop:2095/RY217/1930/915558
[IN] SANGEET BANGLA,http://ktpremium.shop:2095/RY217/1930/915559
[IN] SANGEET MARATHI,http://ktpremium.shop:2095/RY217/1930/915560
[IN] SANJHA PUNJAB,http://ktpremium.shop:2095/RY217/1930/915561
[IN] SANJHA TV,http://ktpremium.shop:2095/RY217/1930/915562
[IN] SANTHORA TV,http://ktpremium.shop:2095/RY217/1930/915563
[IN] SARDARI TV,http://ktpremium.shop:2095/RY217/1930/915564
[IN] SATSANG TV,http://ktpremium.shop:2095/RY217/1930/915565
[IN] SHALOM TV,http://ktpremium.shop:2095/RY217/1930/915566
[IN] SHEMAROO MARATHIBANA,http://ktpremium.shop:2095/RY217/1930/915567
[IN] SHEMAROO TV,http://ktpremium.shop:2095/RY217/1930/915568
[IN] SIKH CHANNEL,http://ktpremium.shop:2095/RY217/1930/915569
[IN] SONIC NICKELODEON,http://ktpremium.shop:2095/RY217/1930/915570
[IN] SONY,http://ktpremium.shop:2095/RY217/1930/915571
[IN] SONY ESPN,http://ktpremium.shop:2095/RY217/1930/915573
[IN] SONY MARATHI,http://ktpremium.shop:2095/RY217/1930/915574
[IN] SONY MAX,http://ktpremium.shop:2095/RY217/1930/915575
[IN] SONY MAX 2,http://ktpremium.shop:2095/RY217/1930/915576
[IN] SONY MIX,http://ktpremium.shop:2095/RY217/1930/915577
[IN] SONY PAL,http://ktpremium.shop:2095/RY217/1930/915578
[IN] SONY PIX,http://ktpremium.shop:2095/RY217/1930/915579
[IN] SONY SAB,http://ktpremium.shop:2095/RY217/1930/915580
[IN] SONY SAB UK,http://ktpremium.shop:2095/RY217/1930/915581
[IN] SONY TV ASIA,http://ktpremium.shop:2095/RY217/1930/915582
[IN] SONY WAH,http://ktpremium.shop:2095/RY217/1930/915583
[IN] SONY YAY,http://ktpremium.shop:2095/RY217/1930/915584
[IN] SRI SANKARA TV,http://ktpremium.shop:2095/RY217/1930/915585
[IN] STAR BHARAT,http://ktpremium.shop:2095/RY217/1930/915586
[IN] STAR GOLD,http://ktpremium.shop:2095/RY217/1930/915587
[IN] STAR GOLD SELECT,http://ktpremium.shop:2095/RY217/1930/915588
[IN] STAR JALSHA,http://ktpremium.shop:2095/RY217/1930/915589
[IN] TAR MAA GOLD,http://ktpremium.shop:2095/RY217/1930/915591
[IN] STAR MOVIES MIDDLE EAST,http://ktpremium.shop:2095/RY217/1930/915594
[IN] STAR PLUS,http://ktpremium.shop:2095/RY217/1930/915595
[IN] STAR PRAVAH,http://ktpremium.shop:2095/RY217/1930/915596
[IN] STAR VIJAY,http://ktpremium.shop:2095/RY217/1930/915597
[IN] SUN LIFE,http://ktpremium.shop:2095/RY217/1930/915598
[IN] SUN TV,http://ktpremium.shop:2095/RY217/1930/915599
[IN] SUR SAGAR TV,http://ktpremium.shop:2095/RY217/1930/915600
[IN] SURYA MOVIES,http://ktpremium.shop:2095/RY217/1930/915601
[IN] SURYA TV,http://ktpremium.shop:2095/RY217/1930/915602
[IN] SURYA TV MALAYAM,http://ktpremium.shop:2095/RY217/1930/915603
[IN] SUVARNA NEWS 24×7,http://ktpremium.shop:2095/RY217/1930/915604
[IN] SWAR SHREE,http://ktpremium.shop:2095/RY217/1930/915605
[IN] T NEWS,http://ktpremium.shop:2095/RY217/1930/915606
[IN] T SPORT BANGLA,http://ktpremium.shop:2095/RY217/1930/915607
[IN] TAKBEER TV UK,http://ktpremium.shop:2095/RY217/1930/915608
[IN] TEN 1,http://ktpremium.shop:2095/RY217/1930/915609
[IN] TEN 2,http://ktpremium.shop:2095/RY217/1930/915610
[IN] TIMES NOW,http://ktpremium.shop:2095/RY217/1930/915611
[IN] TIMES NOW WORLD,http://ktpremium.shop:2095/RY217/1930/915612
[IN] TLC HINDI,http://ktpremium.shop:2095/RY217/1930/915613
[IN] TRAVEL XP,http://ktpremium.shop:2095/RY217/1930/915614
[IN] TV ONE,http://ktpremium.shop:2095/RY217/1930/915615
[IN] TV5 KANNADA,http://ktpremium.shop:2095/RY217/1930/915616
[IN] TV9 BHARATVARSH,http://ktpremium.shop:2095/RY217/1930/915617
[IN] TV9 GUJARATI,http://ktpremium.shop:2095/RY217/1930/915618
[IN] TV9 MARATHI,http://ktpremium.shop:2095/RY217/1930/915619
[IN] TV9 TELUGU,http://ktpremium.shop:2095/RY217/1930/915620
[IN] UTV,http://ktpremium.shop:2095/RY217/1930/915621
[IN] UTV BINDASS,http://ktpremium.shop:2095/RY217/1930/915622
[IN] UTV MOVIES,http://ktpremium.shop:2095/RY217/1930/915623
[IN] VASANTH TV,http://ktpremium.shop:2095/RY217/1930/915624
[IN] VISION PUNJAB GURBANI,http://ktpremium.shop:2095/RY217/1930/915625
[IN] VOCATIONAL-EDUCATION,http://ktpremium.shop:2095/RY217/1930/915626
[IN] VTV GUJARATI,http://ktpremium.shop:2095/RY217/1930/915627
[IN] WION TV,http://ktpremium.shop:2095/RY217/1930/915628
[IN] ZEE 24 KALAK,http://ktpremium.shop:2095/RY217/1930/915629
[IN] ZEE 24 TAAS,http://ktpremium.shop:2095/RY217/1930/915630
[IN] ZEE ACTION,http://ktpremium.shop:2095/RY217/1930/915631
[IN] ZEE ANMOL,http://ktpremium.shop:2095/RY217/1930/915632
[IN] ZEE ANMOL CINEMA,http://ktpremium.shop:2095/RY217/1930/915633
[IN] ZEE BANGLA,http://ktpremium.shop:2095/RY217/1930/915634
[IN] ZEE BANGLA CINEMA,http://ktpremium.shop:2095/RY217/1930/915635
[IN] ZEE BOLLYWOOD,http://ktpremium.shop:2095/RY217/1930/915636
[IN] ZEE CAFE,http://ktpremium.shop:2095/RY217/1930/915638
[IN] ZEE CINEMA,http://ktpremium.shop:2095/RY217/1930/915639
[IN] ZEE CINEMA USA,http://ktpremium.shop:2095/RY217/1930/915640
[IN] ZEE CINEMALU,http://ktpremium.shop:2095/RY217/1930/915641
[IN] ZEE CLASSIC,http://ktpremium.shop:2095/RY217/1930/915642
[IN] ZEE ETC BOLLYWOOD,http://ktpremium.shop:2095/RY217/1930/915643
[IN] ZEE HINDUSTAN,http://ktpremium.shop:2095/RY217/1930/915644
[IN] ZEE KANNADA,http://ktpremium.shop:2095/RY217/1930/915645
[IN] ZEE KERALAM,http://ktpremium.shop:2095/RY217/1930/915646
[IN] ZEE MARATHI,http://ktpremium.shop:2095/RY217/1930/915647
[IN] ZEE NEWS,http://ktpremium.shop:2095/RY217/1930/915648
[IN] ZEE PUNJABI,http://ktpremium.shop:2095/RY217/1930/915649
[IN] ZEE RAJASTHAN NEWS,http://ktpremium.shop:2095/RY217/1930/915650
[IN] ZEE TALKIES,http://ktpremium.shop:2095/RY217/1930/915651
[IN] ZEE TAMIL,http://ktpremium.shop:2095/RY217/1930/915652
[IN] ZEE TELUGU,http://ktpremium.shop:2095/RY217/1930/915653
[IN] ZEE TV,http://ktpremium.shop:2095/RY217/1930/915654
[IN] ZEE TV UK,http://ktpremium.shop:2095/RY217/1930/915655
[IN] ZEE YUVA,http://ktpremium.shop:2095/RY217/1930/915656
[IN] ZING,http://ktpremium.shop:2095/RY217/1930/915657
[IN] ZING INDIA,http://ktpremium.shop:2095/RY217/1930/915658
[IN] ZOOM,http://ktpremium.shop:2095/RY217/1930/915659
[IN] GEMINI MOVIES,http://ktpremium.shop:2095/RY217/1930/915660
[IN] TRANS TV,http://ktpremium.shop:2095/RY217/1930/915661
[IN] JK CHANNEL,http://ktpremium.shop:2095/RY217/1930/915662
[IN] JUS NOW,http://ktpremium.shop:2095/RY217/1930/915663
[IN] JUST IN (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915664
[IN] NEWS ONLY (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915665
[IN] ONLY MUSIC (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915666
[IN] PTC CHAK DE (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915667
[IN] PTC NEWS (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915668
[IN] PTC SIMRAN (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915669
[IN] SADHNA PRIME NEWS,http://ktpremium.shop:2095/RY217/1930/915670
[IN] SANJHA TV (PUNJABI),http://ktpremium.shop:2095/RY217/1930/915671
[IN] TUNES 6 (TAMIL),http://ktpremium.shop:2095/RY217/1930/915672
[IN] MEDIA ONE,http://ktpremium.shop:2095/RY217/1930/915673
[IN] NEWS18 GUJARATI,http://ktpremium.shop:2095/RY217/1930/915674
[IN] UTSAV BHARAT,http://ktpremium.shop:2095/RY217/1930/915675
[IN] UTSAV PLUS,http://ktpremium.shop:2095/RY217/1930/915676
[IN] Star Movies HD,http://ktpremium.shop:2095/RY217/1930/73658

[LIVE] India 2,#genre#
5AAB TV,http://ktpremium.shop:2095/RY217/1930/15207
7Star TV,http://ktpremium.shop:2095/RY217/1930/15211
Aaj Tak,http://ktpremium.shop:2095/RY217/1930/20829
Artist Aloud (1080p) [Not 24/7],http://ktpremium.shop:2095/RY217/1930/15224
Asianet News Tamil,http://ktpremium.shop:2095/RY217/1930/15243
Ayush TV,http://ktpremium.shop:2095/RY217/1930/15216
Ayush TV (b),http://ktpremium.shop:2095/RY217/1930/641238
Channel Y,http://ktpremium.shop:2095/RY217/1930/15222
GurSikh Sabha TV,http://ktpremium.shop:2095/RY217/1930/641261
Hulchul TV,http://ktpremium.shop:2095/RY217/1930/641262
India Today,http://ktpremium.shop:2095/RY217/1930/641264
KITE Victers,http://ktpremium.shop:2095/RY217/1930/20863
NDTV 24X7,http://ktpremium.shop:2095/RY217/1930/641289
Pulari TV,http://ktpremium.shop:2095/RY217/1930/641242
Real News Kerala,http://ktpremium.shop:2095/RY217/1930/641243
SADA TV,http://ktpremium.shop:2095/RY217/1930/15283
