港澳台一,#genre#
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
山东教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
哈尔滨综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
佳木斯综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
牡丹江综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
鹤岗综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
漠河综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
大庆教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8


重温经典,#genre#

重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
CHC影迷电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D&ZJYD
CHC影迷电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D

数字频道,#genre#
天元围棋,http://dd.ddzb.fun/php/gzyx.php?id=350f4bdf893adc568aeb796b139af064
书画频道,http://dd.ddzb.fun/php/gzyx.php?id=f584a606a8cab35961e7f2744c096d9f
百姓健康,http://dd.ddzb.fun/php/gzyx.php?id=4842050ebaa8706a0ad6502f5d2597e7
收藏天下,http://dd.ddzb.fun/php/gzyx.php?id=0862fb9fad870bf0a849a9732216bdca
劲爆体育,http://dd.ddzb.fun/php/gzyx.php?id=5502a25d87fb30c220433805c239d7df
环球奇观,http://dd.ddzb.fun/php/gzyx.php?id=ec7d83b6c14da50a603c558004f7960d
早期教育,http://dd.ddzb.fun/php/gzyx.php?id=4f28027308b4ed133fa0a8a115482492
魅力音乐,http://dd.ddzb.fun/php/gzyx.php?id=62de8fa92b82977bd64850c6f8376d4f
都市剧场,http://dd.ddzb.fun/php/gzyx.php?id=45cd7a20f72e4333e9aaaa95884fd0b8
汽摩频道,http://dd.ddzb.fun/php/gzyx.php?id=000bee523b4d422dd2548cd7e4f41c75
梨园频道,http://dd.ddzb.fun/php/gzyx.php?id=96d98851b82ed72979d481afee653f96
金色频道,http://dd.ddzb.fun/php/gzyx.php?id=5cf268bd185728d97eba54e6964d3bb9
全纪实HD,http://dd.ddzb.fun/php/gzyx.php?id=deeefd1f564b33e3dd0311109327d130
英语辅导,http://dd.ddzb.fun/php/gzyx.php?id=ee3d229194011515d191c86424be3565
靓妆频道,http://dd.ddzb.fun/php/gzyx.php?id=fd50c539dbf66e7c62a184b58e55d346
车迷频道,http://dd.ddzb.fun/php/gzyx.php?id=581721a464fa6469a63c0781da576703
老年福,http://dd.ddzb.fun/php/gzyx.php?id=f85f6a5e0121d8257e23b3cca65ddd3b
体育赛事,http://dd.ddzb.fun/php/gzyx.php?id=0bd07f50e36135c1cf025311798cad9b
职业指南,http://dd.ddzb.fun/php/gzyx.php?id=29a07d1828d61288d409295537d150fb
四海钓鱼,http://dd.ddzb.fun/php/gzyx.php?id=51f69a8aaf2dd2a3d30ca2296ba4c163
环球旅游,http://dd.ddzb.fun/php/gzyx.php?id=9f6c9fc0d4db981b4a6da770e3e2a163
游戏竞技,http://dd.ddzb.fun/php/gzyx.php?id=914ccc86bfb5459881f4ea54affba70a
武术世界,http://dd.ddzb.fun/php/gzyx.php?id=5f6c99163e6e7d1fb2b68fada4da6999
文物宝库,http://dd.ddzb.fun/php/gzyx.php?id=33bb4266b52ee4b8a9d4ab6e28782366
快乐垂钓,http://dd.ddzb.fun/php/gzyx.php?id=5dd1c17a5f5c3f8ff243a2a8b4adc712
先锋乒羽,http://dd.ddzb.fun/php/gzyx.php?id=3a0a15c87f5a22a11d7156593afb8fc5
茶频道,http://dd.ddzb.fun/php/gzyx.php?id=2028ea2021b61551aeae542bcf73f7ba
七彩戏剧,http://dd.ddzb.fun/php/gzyx.php?id=4e43c567b014fad9425bc5094a3988c2
家庭理*,http://dd.ddzb.fun/php/gzyx.php?id=53b123567abc18bdd70618b00d433ca0
新娱乐,http://dd.ddzb.fun/php/gzyx.php?id=1b8c3109e65eba3b17c3a404fc65ac5b
欢笑剧场HD,http://dd.ddzb.fun/php/gzyx.php?id=5f677ff797fc4c5e6c59d6c861f6b07d
华视动漫,http://dd.ddzb.fun/php/gzyx.php?id=65fb16a948c29aa04cd1b3c1e6019b60
法治天地,http://dd.ddzb.fun/php/gzyx.php?id=bf1f392df64df3a97a294e83f465f028
彩民在线,http://dd.ddzb.fun/php/gzyx.php?id=7366a092905cedfb4c99b1a05ee84add
幸福彩,http://dd.ddzb.fun/php/gzyx.php?id=9f1066d48e587d9303f691670f12ddcc
东方财*,http://dd.ddzb.fun/php/gzyx.php?id=3407a8a12fdec9802dde5cc30f688898
国学频道,http://dd.ddzb.fun/php/gzyx.php?id=bc75f91f395b85e3d2c1136a9228c831
极速汽车,http://dd.ddzb.fun/php/gzyx.php?id=3d2d1b03c7dd6ed67fdc8305296e1963
游戏风云,http://dd.ddzb.fun/php/gzyx.php?id=2abb8a699d8073134830e425164d7f6d
动漫秀场,http://dd.ddzb.fun/php/gzyx.php?id=57e09be91d8b2f208e407b5abfa23b05
金鹰卡通,http://dd.ddzb.fun/php/gzyx.php?id=8b39e279c32ac7b183920278d1a2fc04
卡酷动画,http://dd.ddzb.fun/php/gzyx.php?id=c1e3c0a73311c171107b2e6444b6d104
嘉佳卡通,http://dd.ddzb.fun/php/gzyx.php?id=72c0f74fccd9259a12fb01bf47a66649
摄影频道,http://dd.ddzb.fun/php/gzyx.php?id=4c9fa17591dfd8dd736c80e87d6dc72b

少儿动画,#genre#
小猪佩奇,http://cfss.cc/cdn/hy/25243980.flv
中华小当家,http://cfss.cc/cdn/hy/11342413.flv
厨神小当家,http://cfss.cc/cdn/hy/24257300.flv
蜡笔小新,http://cfss.cc/cdn/hy/11352970.flv
成龙历险记,http://cfss.cc/cdn/hy/11352946.flv
网球王子,http://cfss.cc/cdn/hy/11352882.flv
哆啦A梦,http://cfss.cc/cdn/hy/11601963.flv
汤姆和杰瑞,http://cfss.cc/cdn/hy/11352879.flv
七龙珠,http://cfss.cc/cdn/hy/11601966.flv
西游记,http://cfss.cc/cdn/hy/29981376.flv
海绵宝宝,http://cfss.cc/cdn/hy/11352919.flv
武庚纪,http://cfss.cc/cdn/hy/26355862.flv
四驱兄弟,http://cfss.cc/cdn/hy/11352922.flv
一人之下,http://cfss.cc/cdn/hy/11352869.flv
国漫动画,http://cfss.cc/cdn/hy/21059558.flv
国漫动画2,http://cfss.cc/cdn/hy/29465865.flv
头文字D,http://cfss.cc/cdn/hy/11352889.flv
樱桃小丸子,http://cfss.cc/cdn/hy/11342394.flv
皮卡丘,http://cfss.cc/cdn/hy/29465874.flv
火影忍者,http://cfss.cc/cdn/hy/29465866.flv
合家欢动画片,http://cfss.cc/cdn/hy/11601958.flv
Q版三国,http://cfss.cc/cdn/hy/29465871.flv
假面骑士,http://cfss.cc/cdn/hy/11352918.flv
沙雕动画,http://cfss.cc/cdn/hy/28272846.flv
斗罗大陆,http://cfss.cc/cdn/hy/30015884.flv
斗破苍穹,http://cfss.cc/cdn/hy/29678742.flv
斗宗强者,http://cfss.cc/cdn/hy/11336572.flv
仙逆(试播),http://cfss.cc/cdn/hy/30080215.flv
魔道师祖(试播),http://cfss.cc/cdn/hy/30080217.flv
从前有座灵剑山(试播),http://cfss.cc/cdn/hy/11352896.flv

电影频道,#genre#
周星驰,http://cfss.cc/cdn/hy/11342412.flv
林正英,http://cfss.cc/cdn/hy/11342421.flv
周润发,http://cfss.cc/cdn/hy/11342387.flv
成龙,http://cfss.cc/cdn/hy/11342386.flv
李连杰,http://cfss.cc/cdn/hy/11342390.flv
洪金宝,http://cfss.cc/cdn/hy/11279251.flv
赵丽颖,http://cfss.cc/cdn/hy/29982668.flv
梁家辉,http://cfss.cc/cdn/hy/11342429.flv
许冠英,http://cfss.cc/cdn/hy/11601972.flv
刘德华,http://cfss.cc/cdn/hy/11342424.flv
斯坦森,http://cfss.cc/cdn/hy/21059588.flv
小鬼头,http://cfss.cc/cdn/hy/880261.flv
王晶,http://cfss.cc/cdn/hy/11602058.flv
沈腾,http://cfss.cc/cdn/hy/11601968.flv
黄渤,http://cfss.cc/cdn/hy/11352876.flv
强森,http://cfss.cc/cdn/hy/21059581.flv
漫威,http://cfss.cc/cdn/hy/11602034.flv
宇宙,http://cfss.cc/cdn/hy/11342428.flv
怪兽,http://cfss.cc/cdn/hy/21059577.flv
武侠,http://cfss.cc/cdn/hy/11342427.flv
警匪,http://cfss.cc/cdn/hy/11352886.flv
古惑仔,http://cfss.cc/cdn/hy/11336719.flv
古天乐,http://cfss.cc/cdn/hy/29982675.flv
枪战,http://cfss.cc/cdn/hy/11352962.flv
国产僵尸,http://cfss.cc/cdn/hy/11279247.flv
电影推荐,http://cfss.cc/cdn/hy/11602041.flv
短剧推荐,http://cfss.cc/cdn/hy/21059594.flv
热血电影,http://cfss.cc/cdn/hy/11352934.flv
盗墓电影,http://cfss.cc/cdn/hy/21059552.flv
贺岁电影,http://cfss.cc/cdn/hy/11601971.flv
玄幻电影,http://cfss.cc/cdn/hy/11342414.flv
谍战电影,http://cfss.cc/cdn/hy/21059585.flv
喜剧电影,http://cfss.cc/cdn/hy/11352877.flv
搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
经典港片,http://cfss.cc/cdn/hy/11602043.flv
国产电影,http://cfss.cc/cdn/hy/11352973.flv
周星驰粤语,http://cfss.cc/cdn/hy/11336587.flv
许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
五福星,http://cfss.cc/cdn/hy/11282233.flv
邱淑贞,http://cfss.cc/cdn/hy/11352949.flv
徐克,http://cfss.cc/cdn/hy/11352909.flv
开心鬼系列,http://cfss.cc/cdn/hy/11342423.flv
漫威合集,http://cfss.cc/cdn/hy/26355802.flv
邱淑贞,http://cfss.cc/cdn/hy/11336571.flv
古墓系列,http://cfss.cc/cdn/hy/11352913.flv
高分动作,http://cfss.cc/cdn/hy/11352884.flv
赌神系列,http://cfss.cc/cdn/hy/11342399.flv

电视剧频道,#genre#
新三国,http://cfss.cc/cdn/hy/11352944.flv
陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv
报告老板,http://cfss.cc/cdn/hy/26355835.flv
老三国,http://cfss.cc/cdn/hy/11602081.flv
纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
新水浒,http://cfss.cc/cdn/hy/11342384.flv
庆余年,http://cfss.cc/cdn/hy/11352960.flv
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
士兵突击,http://cfss.cc/cdn/hy/11342430.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
家有儿女,http://cfss.cc/cdn/hy/11352872.flv
勇敢的心,http://cfss.cc/cdn/hy/11602037.flv
地下交通站,http://cfss.cc/cdn/hy/11342433.flv
杨紫,http://cfss.cc/cdn/hy/11336593.flv
邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv
斗罗大陆,http://cfss.cc/cdn/hy/11352906.flv
小马的直播间,http://cfss.cc/cdn/hy/23749096.flv
孙悟空,http://cfss.cc/cdn/hy/23735126.flv
中国功夫,http://cfss.cc/cdn/hy/11352941.flv
花千骨,http://cfss.cc/cdn/hy/26355839.flv
龙门镖局,http://cfss.cc/cdn/hy/11352874.flv
父母爱情,http://cfss.cc/cdn/hy/11602071.flv
医馆笑传,http://cfss.cc/cdn/hy/11352891.flv
康熙大帝,http://cfss.cc/cdn/hy/11352940.flv
新雪豹,http://cfss.cc/cdn/hy/29580970.flv
朱元璋,http://cfss.cc/cdn/hy/29910845.flv
张卫健版西游记,http://cfss.cc/cdn/hy/23728660.flv
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
鹿鼎记小春版,http://cfss.cc/cdn/hy/23865080.flv
天龙八部97版,http://cfss.cc/cdn/hy/23903123.flv
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
寻秦记,http://cfss.cc/cdn/hy/23864973.flv
法证先锋,http://cfss.cc/cdn/hy/23863804.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
倚天屠龙记,http://cfss.cc/cdn/hy/23734246.flv
神雕侠侣,http://cfss.cc/cdn/hy/23865171.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
孙红雷,http://cfss.cc/cdn/hy/11601970.flv
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
妙手仁心,http://cfss.cc/cdn/hy/23829543.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
秦始皇,http://cfss.cc/cdn/hy/21059634.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
外科医生,http://cfss.cc/cdn/hy/29982672.flv
梁朝伟版鹿鼎记,http://cfss.cc/cdn/hy/23734183.flv
雀刀门传奇,http://cfss.cc/cdn/hy/11352963.flv
经典港剧,http://cfss.cc/cdn/hy/11352965.flv
鬼吹灯,http://cfss.cc/cdn/hy/11352883.flv
魏璎珞,http://cfss.cc/cdn/hy/26355864.flv
龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
毛骗,http://cfss.cc/cdn/hy/26355791.flv
鬼吹灯全集,http://cfss.cc/cdn/hy/29768105.flv
云南虫谷,http://cfss.cc/cdn/hy/11352898.flv
贺岁喜剧,http://cfss.cc/cdn/hy/11601986.flv
新白娘子传奇,http://cfss.cc/cdn/hy/26355768.flv
张卫健版鹿鼎记,http://cfss.cc/cdn/hy/26355806.flv
86版西游记,http://cfss.cc/cdn/hy/26355861.flv
经典宫斗剧,http://cfss.cc/cdn/hy/26355845.flv
宫斗剧,http://cfss.cc/cdn/hy/29465868.flv
宝莲灯前传,http://cfss.cc/cdn/hy/21059557.flv
万万没想到,http://cfss.cc/cdn/hy/26355850.flv
盛世大唐,http://cfss.cc/cdn/hy/26355763.flv
陆小凤,http://cfss.cc/cdn/hy/29808803.flv
王子变青蛙,http://cfss.cc/cdn/hy/11601964.flv
绝代双骄,http://cfss.cc/cdn/hy/29465867.flv
橘生淮南，暗恋成诗,http://cfss.cc/cdn/hy/29982670.flv
十大奇冤,http://cfss.cc/cdn/hy/11352899.flv
古装剧集,http://cfss.cc/cdn/hy/11601979.flv
新雪豹,http://cfss.cc/cdn/hy/29580970.flv
芈月传,http://cfss.cc/cdn/hy/11352975.flv
有翡(试播),http://cfss.cc/cdn/hy/29580970.flv
胡斐(试播),http://cfss.cc/cdn/hy/26355765.flv
国产科幻(试播),http://cfss.cc/cdn/hy/11602077.flv

影视频道,#genre#
芒果1,http://zby.xjqxz.top/dsdsj1/live.m3u8
芒果2,http://zby.xjqxz.top/gzwxj/live.m3u8
芒果3,http://zby.xjqxz.top/gzdsj1/live.m3u8
芒果4,http://zby.xjqxz.top/gzdsj3/live.m3u8
芒果5,http://zby.xjqxz.top/gzdsj4/live.m3u8
芒果6,http://zby.xjqxz.top/kzzypd/live.m3u8
芒果7,http://zby.xjqxz.top/dzzypd3/live.m3u8
电视剧场一,http://cfss.cc/cdn/hy/29465862.flv
电视剧场二,http://cfss.cc/cdn/hy/11336591.flv
电视剧场三,http://cfss.cc/cdn/hy/21059563.flv
电视剧场四,http://cfss.cc/cdn/hy/26355783.flv
电视剧场五,http://cfss.cc/cdn/hy/11352912.flv
电视剧场六,http://cfss.cc/cdn/hy/11352936.flv
电视剧场七,http://cfss.cc/cdn/hy/21059630.flv
电视剧场八,http://cfss.cc/cdn/hy/26355775.flv
电视剧场九,http://cfss.cc/cdn/hy/21059594.flv
电视剧场十,http://cfss.cc/cdn/hy/11336592.flv
电视剧场十一,http://cfss.cc/cdn/hy/11602088.flv

综艺频道,#genre#
易中天品三国,http://cfss.cc/cdn/hy/11602032.flv
脱口秀来了,http://cfss.cc/cdn/hy/11352875.flv
春晚经典,http://cfss.cc/cdn/hy/11602068.flv
经典小品,http://cfss.cc/cdn/hy/11352938.flv
奔跑吧,http://cfss.cc/cdn/hy/29465870.flv
来桃花坞,http://cfss.cc/cdn/hy/29465869.flv
穿越吧,http://cfss.cc/cdn/hy/11352907.flv
80后脱口秀,http://cfss.cc/cdn/hy/11352961.flv
漂亮国达人秀,http://cfss.cc/cdn/hy/26355865.flv
娱乐播报,http://cfss.cc/cdn/hy/26355849.flv
罗翔讲法,http://cfss.cc/cdn/hy/11601965.flv
易中天品三国,http://cfss.cc/cdn/hy/11602032.flv
脱口秀来了,http://cfss.cc/cdn/hy/11352875.flv
春晚经典,http://cfss.cc/cdn/hy/11602068.flv
经典小品,http://cfss.cc/cdn/hy/11352938.flv
奔跑吧,http://cfss.cc/cdn/hy/29465870.flv
来桃花坞,http://cfss.cc/cdn/hy/29465869.flv
穿越吧,http://cfss.cc/cdn/hy/11352907.flv
80后脱口秀,http://cfss.cc/cdn/hy/11352961.flv
漂亮国达人秀,http://cfss.cc/cdn/hy/26355865.flv
娱乐播报,http://cfss.cc/cdn/hy/26355849.flv
罗翔讲法,http://cfss.cc/cdn/hy/11601965.flv

埋堆堆,#genre#
埋堆堆1,http://cfss.cc/cdn/hy/23749096.flv 
埋堆堆2,http://cfss.cc/cdn/hy/23735126.flv 
埋堆堆3,http://cfss.cc/cdn/hy/23865152.flv 
